NR.Region,NR.District,Area,Other.Area,Plan.URL,Plan.Type,Plan.Name,Date,Publisher,BC.Park,National.Park,Connectivity.Reference,Connectivity.Management.Strategy,Connectivity.Defined,Connectivity.Pages,Connectivity.Information,OGWG_Connectivity.Practices.Addressed,OGWG_Connectivity.LegalTools.Methods.Implement.Practices,OGWG_Connectivity.Additional.Info,Connectivity.References,Connectivity.Ref.Diag1,Connectivity.Ref.Diag2,Connectivity.Ref.Diag3,Connectivity.Ref.Diag4,Connectivity.Ref.Diag5,Connectivity.Appendices,Connectivity.Corridor.Reference,Corridor.Reference,Corridor.Management.Strategy,Corridor.Defined,Corridor.Pages,Corridor.Information,OGWG_Corridor.Practices.Addressed,OGWG_Corridor.LegalTools.Methods.Implement.Practices,OGWG_Corridor.Additional.Info,Corridor.References,Corridor.Ref.Diag1,Corridor.Ref.Diag2,Corridor.Ref.Diag3,Corridor.Appendices,WildlifeMovement.Information,Network.Reference,Network.Management.Strategy,Network.Defined,Network.Pages,Network.Type,Network.Information,OGWG_Network.Practices.Addressed,OGWG_Network.LegalTools.Methods.Implement.Practices,OGWG_Network.Additional.Info,Network.References,Network.Ref.Diag1,Network.Ref.Diag2,Network.Ref.Diag3,Network.Appendices
South Coast,Sunshine Coast,NA,Tetrahedron Park,https://nrs.objectstore.gov.bc.ca/kuwyyf/tetrahedron_pk_mp_19970101_754073175a.pdf,Management Plan for a Protected Area or Provincial Park,Management Plan for Tetrahedron Provincial Park,1997,BC Government,Yes,No,No,No,No,NA,"No mention of connectivity.

No management objectives/strategies concerning landscape connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,No,"pp. 4, 18, 42.","The plan states that several wildlife species found in the Tetrahedron area - the larger animals tend to be transient and use wildlife corridors; black-tailed deer, mountain goat, black bear, cougar and coyote are listed.

Established management objective: identify and protect connector wildlife corridors inside and outside the park; several subsequent actions (see appendix 42).

Listed ongoing management action: discuss with appropriate agencies the protection/promotion of wildlife corridors outside of and connecting to the park.

Corridors are not defined or supported with citations.",NA,NA,NA,NA,NA,NA,NA,Appendix 42: Corridor References in the Management Plan for Tetrahedron Provincial Park ,NA,Yes,Yes,No,"pp. 14, 18, 40.",Forest Ecosystem Network,"Established management objectives: 1) review existing park boundaries to ensure full protection of park's natural resources, and 2) maintain diversity of native wildlife and their habitat; subsequent strategy:  work with Ministry of Forests to develop a FEN which will have connections with the protected areas within the Sechelt Landscape Unit area, and will consider biodiversity requirements of the landscape as a whole.

FENs are not defined.",NA,NA,NA,Sechelt Landscape Unit Sustainable Resource Management Plan (SRMP) - plan references the development of the Sechelt LUP that will include the inclusion of a FEN for the park.,Sechelt Landscape Unit Sustainable Resource Management Plan (SRMP),NA,NA,NA
South Coast,Sunshine Coast,Pemberton,Upper Lillooet Park,https://nrs.objectstore.gov.bc.ca/kuwyyf/upper_lillooet_pk_mds_19991130_df915d636f.pdf,Management Direction Statement for a Protected Area or Provincial Park,Management Direction Statement for Upper Lillooet Provincial Park,1999,BC Government,Yes,No,No,No,No,NA,"No mention of connectivity.

No management objectives/strategies concerning landscape connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,No mention of ecological networks or their management.,NA,NA,NA,NA,NA,NA,NA,NA
South Coast,Sea to Sky,NA,Upper Rogers kólii7 Conservancy  ,https://nrs.objectstore.gov.bc.ca/kuwyyf/upper_rogers_kolii7_cs_mp_20110330_19268abfcf.pdf,Management Plan for a Protected Area or Provincial Park,Upper Rogers kólii7 Conservancy Management Plan ,2011,In-SHUCK-ch Nation and BC Government,Yes,No,No,No,No,NA,"No mention of connectivity.

No management objectives/strategies concerning landscape connectivity.",Yes,Park Act,"Conservancies confer high level of protection and landscape connectivity is arguably being achieved. Note that the mandate to establish this conservancy originates from the negotiated Land Use Planning Agreement associated with the Sea to Sky LRMP.
The regional BC Parks planning manager agreed that showing draft OGMAs within parks helps illustrate the representation of old forest in the relevant LU and could inform future amendments to park management plans.",NA,NA,NA,NA,NA,NA,NA,No,Yes,No,No,"pp. 8, 10-12.","The plan states that the conservancy protects key headwaters of the Fraser and Lillooet rivers which function as a migration corridor for wildlife between the coast and interior ecological regions.

The Concervancy is recognized to protect corridors for grizzly bears, black bear, and wolverine.

There is an established management strategy to mark the Stein Traverse trail where it traverses through sensitive areas within the Caltha Lake corridor to protect said sensitive ecological features.

Minimal management objectives/strategies involving ecological corridors.

Corridors are not defined or supported with citations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,No mention of ecological networks or their management.,Yes,NA,Note - management practices are addressed but do not relate to networks.,NA,NA,NA,NA,NA
South Coast,Chilliwack,Vancouver,Indian River Watershed,https://inlailawatash.egnyte.com/dl/h37T9B0Z0H,First Nation Developed Stewardship Plan,x??l?ílw?ta??/Indian River Watershed: Integrated Stewardship Plan,2022,Tsleil-Waututh Nation,No,No,Yes,Yes,No,"pp. 40, 43-44, 55.","The plan states that the Indian River watershed is recognized to contain two keystone species that are indicators of landscape connectivity - the Northern Goshawk and Coastal Tailed Frog.

There is an established management strategy of maximising connectivity of terrestrial habitats by retaining a forest connection between Tailed Frog Riparian Reserve Zones and other key riparain features (see appendix).

Increasing connectivity between old-growth stands is a listed as a mangement consideration when recruiting old-growth in second-growth areas (see appendix 43).

Habitat connectivity is considered a key biodiversity indicator in wildlife monitoring strategies.

Connectivity is not defined or supported with citations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,Appendix 43: Connectivity References in the x??l?ílw?ta??/Indian River Watershed: Integrated Stewardship Plan ,No,Yes,Yes,No,"pp. 42, 49.","The retention of large resilient habitat patches linked by forested migration corridors is listed as a recognized conservation approach within the plan.

Established management objective: manage Roosevelt Elk populations and habitat to ensure long-term viability of the herd; subsequent strategies: 1) identify, enhance, or protect seasonal migration corridors between winter and summer habitat; and 2) identify low passes that represent potential migration corridors between the x??l?ílw?ta??/Indian River Watershed and adjacent watershed, and enhance/maintain such corridors.

Corridors are not defined or supported with citations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,No mention of ecological networks or their management.,NA,NA,NA,NA,NA,NA,NA,NA
South Coast,Sunshine Coast,NA,NA,https://docs2.cer-rec.gc.ca/ll-eng/llisapi.dll/fetch/2000/90464/90552/384192/620327/624910/697575/778105/D71-8-3_-_Gitga_at_First_Nation_-_3_-_Gitga_at_Land_Use_Plan_Draft_November_2003_-_A2K5F3.pdf?nodeid=778112&vernum=-2,First Nation Developed Land Use Plan,Gitga'at Land Use Plan: Summary Working Draft for Discussion Only,2003,Gitga'at Nation,No,No,Yes,Yes,No,"pp. 17,  24.","Established landscape/watershed management target: maintain connectivity for red/blue listed and focal wildlife species; will be done through refining inventories through GIS, airphotos, and air reconnaissance, and collating wildlife harvest and fish catch information.

The plan states that resoration areas within Gitga'at Territory has been established to: ""recruit old forest representation and landscape connectivity in watersheds that have previously been extensively harvested.""

Connectivity is not defined or supported with citations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,No,pp. 16-17.,"Established Landscape/watershed management objective: identify and reserve key wildlife migration/movement corridors; will be done through refining inventories through GIS, airphotos, and air reconnaissance, and collating wildlife harvest and fish catch information.

Territory management target: protect/restore corridors for red/blue listed and focal wildlife species; will be done through using current inventories to assess habitat suitability/capability and collate wildlife harvest and fish catch information.

At the watershed level, the plan establishes a management target to create small stream protection areas to include riparian corridors under the objectives to 1) design harvest to approximate natural disturbance pattern and distribution, and 2) maintain site series/old seral representation in watershed reserves and harvested stands.

Corridors are not defined or supported with citations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,No mention of ecological networks or their management.,NA,NA,NA,NA,NA,NA,NA,NA
South Coast,Chilliwack,NA,NA,https://www.kanakabarband.ca/downloads/land-use-plan-march-31-2015-pdf.pdf,First Nation Developed Land Use Plan,Kanaka Bar Indian Band Land Use Plan,2015,Kanaka Bar Indian Band,No,No,No,No,No,NA,"No mention of connectivity, besides for community access.

No management objectives/strategies concerning landscape connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,No mention of ecological networks or their management.,NA,NA,NA,NA,NA,NA,NA,NA
South Coast,Chilliwack,NA,NA,https://katzie.ca/wp-content/uploads/2023/03/KatzieLUP_Final_online_reduced_2019-09-12.pdf,First Nation Developed Land Use Plan,Katzie First Nation Land Use Plan,2019,Katzie First Nation,No,No,No,No,No,NA,"No mention of connectivity, besides for community access.

No management objectives/strategies concerning landscape connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,No,pg. 37.,"The plan states that Katzie Community 3 encourages the protection/enhancement of wildlife corridors and habitat which form a prominent aspect of existing/future development - however, there is no mention in current or future objectives/strategies.

Corridors are not defined or supported with citations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,No mention of ecological networks or their management.,NA,NA,NA,NA,NA,NA,NA,NA
South Coast,Chilliwack,NA,NA,https://www.leqamel.ca/wp-content/uploads/2017/03/FINAL-Land-Use-Plan-March-26-2015.pdf,First Nation Developed Land Use Plan,Leqá:mel First Nation Land Use Plan,2015,Leqá:mel First Nation,No,No,No,No,No,NA,"No mention of connectivity, besides for community access.

No management objectives/strategies concerning landscape connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,No,"pp. 34, 36.","The plan mentions green corridors, however wildlife does not seem to be the focus.

Plan establishes a policy to coordinate opportunities to collaborate with neighbouring municipalities on shared green corridors.

Policy established to promote/develop a trail system that integrates elements of green corridor networks across Leqá:mel First Nation lands with neighbouring municipalities.",NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,No,pg. 36.,Green Corridor Network,"Policy established to promote/develop a trail system that integrates elements of green corridor networks across Leqá:mel First Nation lands with neighbouring municipalities.

Little detail is given on these green corridor networks.",NA,NA,NA,NA,NA,NA,NA,NA
South Coast,Chilliwack,NA,NA,https://www.musqueam.bc.ca/wp-content/uploads/2019/05/Musqueam-Land-Use-Plan-Approved-Dec14.pdf,First Nation Developed Land Use Plan,Musqueam Land Use Plan,2014,Musqueam First Nation,No,No,No,No,No,NA,"No mention of connectivity.

No management objectives/strategies concerning landscape connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,No,pg. 42.,"Plan lists as an anticipated hazard due to climate change: ""Increasing temperatures will shift ecosystems to the north and to higher elevations, making north-south and low-high ecological corridors important to consider.""

No management objectives/strategies directly concerning corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,No mention of ecological networks or their management.,NA,NA,NA,NA,NA,NA,NA,NA
South Coast,Chilliwack,NA,NA,https://www.simember.ca/wp-content/uploads/2023/01/Seabird-Land-Use-Plan.pdf,First Nation Developed Land Use Plan,Seabird Island Band: Sq'ewqel Land Use Plan (Draft),2023,Sq'ewqel First Nation,No,No,Yes,Yes,No,"pp. 9-10,","The plan establishes several land development policies to: 1) favour development that promotes the connectivity, preservation, and enhancement of the natural environment (including watercourses), and 2) development must preserve/enhance significant existing environmental features in accordance with this plan and the Environmental Management Plan, and promote the restoration of connectivity between these features

Connectivity is also used as a term for increasing community access within the plan.

Ecological connectivity is not defined.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,No,"pp. 12, 49.","Regarding infrastructure plannings, establishes policy stating that ""multi-use trail system(s) shall integrate open space and green corridor networks connecting residential, commercial, and community use areas and community nodes within those larger areas.""

Green corridor networks seem to be more focused on community values rather than ecological values.

No mention of corridors as it relates to wildlife movement.",NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,No,"pp. 12, 49.",Green Corridor Network,See corridor column (same information).,NA,NA,NA,NA,NA,NA,NA,NA
South Coast,Sunshine Coast,NA,NA,https://shishalh.com/wp-content/uploads/2018/08/shishalhStrategic-Land-Use-Plan.pdf,First Nation Developed Land Use Plan,"lil xemit tems swiya nelh mes stutula: A Strategic Land Use Plan for the lil xemit tems swiya nelh mes 
stutula 
A Strategic Land Use Plan for the Shíshálh Nation",2007,Shíshálh Nation,No,No,Yes,Yes,No,pg. 26-27.,"Established management goal: conserve biodiversity, including an appropriate distribution of critical fish/wildlife habitats throughout the territory; subsequent priority action: ""Identify a mosaic of areas within the territory at the strategic scale where development activities are restricted, so as to provide core areas of habitat for a diversity of wildlife species and connectivity between them wherever possible.""

This management strategy refers to section 6 of the plan which outlines land use zoning designations of shíshálh conservation areas - it is not outright said but it can be assumed connectivity will be maintained through these zones.

Connectivity is minimally referenced and is not defined.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,No mention of ecological networks or their management.,NA,NA,NA,NA,NA,NA,NA,NA
South Coast,Chilliwack,NA,NA,https://skawahlook.com/wp-content/uploads/2017/06/SQFN-Land-Use-Plan-Version-1.3.pdf,First Nation Developed Land Use Plan,Sq'ewa:lxw: Skawahlook First Nation Integrated Strateic Plan: Part B - Land Use Plan,2016,Skwahlook First Nation,No,No,No,No,No,NA,"No mention of connectivity.

No management objectives/strategies concerning landscape connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,No,pg. 53.,"References the Experience the Fraser (ETF) project which emphasizes corridor management by creating a recreational/cultural link along the Lower Fraser River Corridor - but seems to focus more on recreation than wildlife.

No management objectives/strategies concerning corridors for wildlife (e.g., movement corridors).",NA,NA,NA,Experience the Fraser (ETF) - plan references this project as it relates to management of the Lower Fraser River Corridor.,Experience the Fraser (ETF),NA,NA,NA,NA,No,No,No,NA,NA,No mention of ecological networks or their management.,NA,NA,NA,NA,NA,NA,NA,NA
South Coast,Sunshine Coast,NA,NA,https://www.tlaaminnation.com/wp-content/uploads/2024/08/Tlaamin-Nation-FRP-v1.0-Aug-14-2024.pdf,First Nation Developed Forest Resource Plan,Tla'amin Nation Forest Resource Plan,2024,Tla'amin Nation,No,No,Yes,No,Yes,"pp. 25-26, 32.","The plan defines that forest connectivity ""plays an important role in the survival and adaptation of species, the resilience of ecosystems, and the ability of forests to adapt to a changing climate. Connected forests allow animals, plants, and other species to move freely across landscapes, which is essential for finding food, mates, suitable conditions as seasons or climates change, and for avoiding predators. Forest connectivity also improves ecosystem resilience, as forests can more easily withstand and recover from disturbances and changing climates than highly fragmented ones.""

Plan recognizes that ""man-made barriers such as paved roads, communities and BC Hydro lines were considered to break forest connectivity""

Includes projections for connectivity - assesses forest connectivity across various regions and was evaluated based on stands 60 years and older, with forecasts indicating a 270% increase in connectivity for stands 141+ years old. However, overall connectivity is expected to decrease slightly due to a reduction in connectivity for 60-140 year old stands, as many of these mature into older age classes or are harvested..

The plan includes a chart and map (figures 9 and 10) showcasing the projected increase in forest connectivity among stands aged 61-140 and 141+ years.

A listed outcomes for wildlife habitat type representation: species for which patch size and connectivity are considered important.

The plan states that maintaining a diversity of forest habitat types is an important landscape level approach to managing wildlife habitat; it includes an approach that was based on a species accounting system that assigns species into six groups with similar habitat requirements - one being species for which patch size and connectivity are considered important.

No supporting citations for connectivity.",No,"None yet, FSPs and FLP will be legal tools used to implement the FRP.","The Tla'amin FRP has been approved by Hegus and Council, but the management strategies will not become legal/integrated into practice until they are adopted in licensee's FSPs and the Sunshine Coast FLP.  The Tla'amin FSP for their community forest (K3P) and NRFL (A98255) has been submitted to the District for review (current FSP expires in Feb 2025). This FSP (though not yet approved) includes a table of FRP measures that are to apply to operations under the FSP - FRP measures in Part 2, Division 2, 4(1)(2)(3)(4) address connectivity. ",NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,"Wildlife/ecological corridors not mentioned.

No management objectives or strategies referring to ecological corridors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,"pp. 1, 5, 12-13, 20, 36.",Conservation Network,"Plan defines conservation networks:  ""the areas shown on the map attached as Schedule C, for the purpose of carbon storage, while managing cultural sites and practices, protecting wildlife habitat, preserving ecosystem health, conserving our water, and creating a resilient landscape.""

The plan includes that conservation networks are protected from road construction and industrial harvesting and include legally established reserves for critical species; modifications can occur with Tlaamin Nation approval, allowing for cultural/recreational use, provided they align with conservation objectives - annual documentation of modifications is required.

Several strategies and measures concerning conservation networks (see appendix 103).",No,"None yet, FSPs and FLP will be legal tools used to implement the FRP.","The Tla'amin FRP has been approved by Hegus and Council, but the management strategies will not become legal/integrated into practice until they are adopted in licensee's FSPs and the Sunshine Coast FLP.  The Tla'amin FSP for their community forest (K3P) and NRFL (A98255) has been submitted to the District for review (current FSP expires in Feb 2025). This FSP (though not yet approved) includes a table of FRP measures that are to apply to operations under the FSP - FRP measures in Part 2, Division 1, 3(1)(2)(3) address ecosystem networks. ",NA,NA,NA,NA,Appendix 103:  The Conservation Network in the Tla'amin Nation Forest Resource Plan
